marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	42535316	R1EDYN04VG51LG	B00JDQKELW	832087091	Amazon.com Gift Card in a Diamond Plate Tin (Classic Black Card Design)	Gift Card	5	0	0	N	Y	Five Stars	Very useful!	2015-08-30
US	50857116	R29E7CJ9OJ4LD7	B00I542CPE	784011335	Amazon Gift Card - Print - Congratulations (Starbursts)	Gift Card	5	1	1	N	Y	Five Stars	Good selection, and easy to print.	2015-08-30
US	43019917	R23FTA6SFX6YC4	B00BWDH54I	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	... received everything on time and my son was very happy.	I received everything on time and my son was very happy.	2015-08-30
US	22677355	RRK7YTNM0CAQ9	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	Arrived when it should. Is what it is.	2015-08-30
US	22367440	R20TN35UVGEJ18	B00A4EK69C	964882494	Amazon Gift Card - Print - Happy Birthday (Cupcake)	Gift Card	1	0	0	N	Y	I bought this as a gift for George Conte. ...	I bought this as a gift for George Conte. Apparently he was unable to access it using the number supplied. The $50 was put in my account. I think he later straightened it out with you. Perhaps it was my fault in not entering the info correctly.	2015-08-30
US	27793601	ROYK46BKM9WHH	BT00CTP4CE	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	0	0	N	Y	Gift	Great	2015-08-30
US	13024077	RSLJI2X9GJPD5	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	I &lt;3 Amazon	Who wouldn't love an Amazon gift card?? Even Santa has this on his wish list LOL	2015-08-30
US	25836040	R1I0O8GQWODVFB	B009WD26EO	90187391	Amazon.com $70 Gift Card in a Greeting Card (Amazon Surprise Box Design)	Gift Card	5	0	0	N	Y	Five Stars	So very pleased!	2015-08-30
US	35221037	R1994RDEUQ4LC8	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Five Stars	As always, complete satisfaction with Amazon! Thank YOU!!	2015-08-30
US	28678794	R1MLLGY4STV0P3	B00K0PO7AO	223953832	Amazon Gift Card - Print - Thank You (Daisies)	Gift Card	5	1	1	N	Y	Five Stars	Perfect gift for anyone	2015-08-30
US	3561787	R2KY64Z4IBFUZS	B004LLIL9Q	667798887	Amazon eGift Card - Seasonal (Summer Pinwheels)	Gift Card	5	0	0	N	Y	Five Stars	Easy and awesome	2015-08-30
US	47984088	R1WTIOQ2FAXLW3	B00BWDH3VS	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Perfect gift idea!	They loved it!	2015-08-30
US	26330189	RAIHZTLAQ4JQ1	B00US9QTGM	298664776	Amazon Allowance	Gift Card	5	0	0	N	Y	Easy and awesome	Great way to share and/or reward!!	2015-08-30
US	29608955	R2198ZQY69V35A	B004LLIL5U	864052097	Amazon eGift Card - Graduation	Gift Card	5	0	0	N	Y	Five Stars	You can never go wrong with Amazon gift card	2015-08-30
US	51612946	R21G3ROK0TAAPE	B00A4EK4YO	16766865	Amazon eGift Card - Thank You (Global)	Gift Card	5	0	0	N	Y	Five Stars	Thanks!	2015-08-30
US	12629764	R3FQN8RQZDAAUM	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Good customer service!	Customer service rep very helpful.	2015-08-30
US	42928527	R2AHDINZE3D9JN	B00Q5BNS48	605316777	Amazon Gift Card - Print - Happy Birthday (Get What You Want)	Gift Card	5	0	0	N	Y	Was very easy to order and loved that I could print at ...	Was very easy to order and loved that I could print at home and have my birthday gift bought without ever leaving my house.	2015-08-30
US	27488071	R2HKBKZGBTAE3E	BT00CTOY20	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	0	0	N	Y	Five Stars	Great	2015-08-30
US	43791384	R1CATARP7KPO3U	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	My niece, whom is in the Navy and is ...	My niece, whom is in the Navy and is stationed in Greece, got the gift card the same day. Thank you	2015-08-30
US	21675913	R1QX7NDHME7VAA	BT00CTOY20	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	0	0	N	Y	It's 10 Amazon bucks.	Self explanatory.	2015-08-30
US	48221698	R164JXCMCP290Z	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	Very convenient.	2015-08-30
US	20023243	RO5XJBDFIT69L	B005FGQHKQ	379368939	Amazon.com Gift Cards, Pack of 3 (Various Designs)	Gift Card	5	1	1	N	Y	Awesome	Got this during Amazon Prime Day. Awesome!! :D	2015-08-30
US	35657360	R3URZR3NA87JEA	B007V6EVY2	910961751	Amazon Gift Card - Print - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Five Stars	Easy to order and easy to do.	2015-08-30
US	15030528	R33DTVG2GDYGCA	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Our e-mail Happy Birthday card arrived in our friend's mailbox early in ...	Our e-mail Happy Birthday card arrived in our friend's mailbox early in the morning on her big day.  It was a great surprise for her.	2015-08-30
US	3189443	R1ZMBKYYBY5N5Y	B00BWDGY0E	786087936	Amazon eGift Card - Sunshine and Flowers Birthday (Animated) [American Greetings]	Gift Card	4	0	0	N	Y	Four Stars	More discount needed	2015-08-30
US	47994571	R3N5MSYONG2ZFD	B00H5BMF00	373287760	Amazon eGift Card - Froggy Birthday (Animated) [Hallmark]	Gift Card	5	0	0	N	Y	SAVED ME!!!!	Always a sure winner when your left without a clue.  Also...it's easy and fast...good for last minute oops gifts	2015-08-30
US	517032	RR30IYG29W20X	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	It came quickly which was convenient and there were absolutely no complications.	2015-08-30
US	6959286	R1I5S32MO2MFVA	B004KNWWO0	802996579	Amazon.com Gift Cards - Print at Home	Gift Card	5	0	0	N	Y	Five Stars	excellent buy	2015-08-30
US	21125663	R231OGCB68MMOY	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Easy and so Fast!!	This was the easiest gift card reload of all I have done.  It was so simple and fast.	2015-08-30
US	43199870	RVXSR3T8RHO1Q	B004LLIKY2	918740469	Amazon eGift Card - Amazon Kindle	Gift Card	5	0	0	N	Y	... cards over the years and I think they are great.	I have purchased several Amazon gift cards over the years and I think they are great.	2015-08-30
US	50665360	RPAXIX9Q8UM2J	B00BWDH368	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Nice last minute gift	2015-08-30
US	23594191	R2145RWSOW6KJ3	B00BWDGVUC	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Awesome gift	Perfect!	2015-08-30
US	2127775	R30ZWJ93NRZ87S	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	Great! A+! All happy!	2015-08-30
US	39010305	R1Z955C5YD1A1L	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	Great gift idea	2015-08-30
US	7051011	R16SLM36VJ5AUQ	B004LLIL5A	346014806	Amazon eGift Card - Celebrate	Gift Card	5	0	0	N	Y	Five Stars	amazing	2015-08-30
US	18625163	R3DCXCHYJ4IIRO	B00BWDH54I	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	The great Amazon animated gift cards are always such a big ...	The great Amazon animated gift cards are always such a big hit no matter who I give them to!	2015-08-30
US	27351892	R1H3RBTI0CQQW6	B00DNHLB3M	121639651	Amazon Gift Card - Email - Birthday (Scorpio: Oct. 23-Nov. 21)	Gift Card	3	0	0	N	Y	Three Stars	gift	2015-08-30
US	50400566	R3N752LKIZBHYI	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	1	0	0	N	Y	Waste of $200 of my money	Never arrived.  There should be a notification if the gift card is not opened and another if it is not used by the recipient.  A ripoff otherwise!!	2015-08-30
US	10295666	R1ZS2OLXLT0B0B	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Arrived on time!	2015-08-30
US	38421538	R1888GEGH84BWX	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	1	0	0	N	Y	I don't recommend it.	I got scammed using this method of gift card through email. I don't recommend it.	2015-08-30
US	15392511	R2U1K7TMTSR68M	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Five Stars	It worked out great.	2015-08-30
US	3517220	RYL2H9YKYGQOF	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Good	Good	2015-08-30
US	13964625	R2CVGBWWE2QTCA	B00CT79K9O	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Great.	2015-08-30
US	42843197	R1IK6XJW3MWGVF	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	Worked great, easy to give, easy to use, and I know it fits, What more can you ask for.	2015-08-30
US	12768502	R3LUFH928PJLUD	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	I can use it for what I need or want	My favorite gift.	2015-08-30
US	45567448	ROLNA540MY8TV	BT00CTOYSY	363749704	Amazon.com $50 Gift Card in a Greeting Card (Amazon Surprise Box Design)	Gift Card	5	0	0	N	Y	Five Stars	No problem with sizes when you give a gift card.	2015-08-29
US	12336744	R1CE55J1Z30FHZ	B005DHN56Q	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	0	0	N	Y	Exactly what I ordered.	Exactly as described and has a nice card. I wish there were more baby options as I thought this card had a little outdated design.	2015-08-29
US	15418965	R2INN2KM4LN18	B005ESMGGY	379368939	Amazon.com Gift Cards, Pack of 3 (Various Designs)	Gift Card	5	1	1	N	Y	Gift Cards-easy to redeem	They're gift cards.....amazon...and easy to redeem.	2015-08-29
US	32451367	R3I6CLB6O28NH	B00F56PFYK	193490972	Amazon Gift Card - Print - Congratulations (Christian)	Gift Card	5	1	1	N	Y	Liked the ability to print the gift card.	This was a really nice service.	2015-08-29
US	22307096	R1IJHCV2CVEMJI	B00CHQKO88	564167907	Amazon.com Gift Card in a Black Gift Box (Previous Generation Card Designs)	Gift Card	5	1	1	N	N	Five Stars	Came on time and Grandson was pleased!!  Thank you	2015-08-29
US	544029	R2P76R1FV3HC2C	B004LLIL00	144054430	Amazon eGift Card - Loving Giraffes	Gift Card	5	0	0	N	Y	Five Stars	good	2015-08-29
US	23536631	RJ713BNTX491A	B00CT777M6	467356322	Amazon eGift Card - Sneak Attack (Animated) [American Greetings]	Gift Card	5	0	0	N	Y	Great gift	Who can say no to an Amazon gift card?	2015-08-29
US	130707	R3VO626D3P8JXD	BT00CTOUNS	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	0	0	N	N	Easy, Great, Wonderful!	I bought this online in about 2 minutes. Really easy to order. Really easy to setup payment and personal greeting. Card came the next day with gift card. Awesome! I will be ordering more of these soon!	2015-08-29
US	17796050	R38DVPSCDQHAF	B00G4IWDXE	839025229	Amazon Gift Card - Print - Happy Holidays (Stockings)	Gift Card	5	1	1	N	Y	It works!	$100 in, $100 out. Pretty simple stuff, this.	2015-08-29
US	24026095	R28JOV4ST9KHAP	BT00CTP6B8	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	0	0	N	Y	Great "Thank you" card.	Perfect way to say thank you to someone who's been extra helpful. The card is classy looking, with room for a nice personal note.	2015-08-29
US	3976309	R26DES8D35A75E	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Good review	Very good service happy customer	2015-08-29
US	4423296	R37VIOH9IVQT4W	B00BWDGVUC	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	It's perfect!	2015-08-29
US	35780428	R19YYYRK7SEUV9	B00BWDH368	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Good gift.	Sent it for a gift.	2015-08-29
US	149747	R3SW3PTWASCNXD	B00BWDH368	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	N	Five Stars	I wish that if a gift card goes unused the balance just gets sent back to me. Otherwise its a pain in the neck.	2015-08-29
US	47393142	R1H4XT556TSLJP	B007V6EVY2	910961751	Amazon Gift Card - Print - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Five Stars	Great	2015-08-29
US	1889778	R1DO0W81REK51E	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	It is the best choice when purchasing and have some money to purchase	2015-08-29
US	44642343	R3IHN291WFZ9CU	B00B2TFJEA	850263871	Amazon Gift Card - Print - New Baby Boy (Balloons)	Gift Card	5	0	0	N	Y	Five Stars	Worked perfectly!	2015-08-29
US	24211349	R2U3UN6GHI3N1U	B00BWDH3VS	473048287	Amazon.com eGift Cards	Gift Card	5	1	1	N	Y	Gift card	Perfect birthday gift.	2015-08-29
US	49601243	R33TQ590LZTPTR	B0091JL1I6	349029296	Amazon.com Gift Card in a Mini Amazon Shipping Box (Various Card Designs)	Gift Card	5	0	0	N	Y	Love the tiny amazon smile gift box!	Giving a gift card in a tiny amazon box with the amazon smile was a wonderful idea. I'll get more of these as gifts in the future.	2015-08-29
US	6701564	R2O48SAK8UQTY7	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	4	0	0	N	Y	Four Stars	It was good	2015-08-29
US	37155470	R3NRQHMS5FOKRF	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	Always great!	2015-08-29
US	46891673	RVBSCWJXVTKU6	B004LLIL5A	346014806	Amazon eGift Card - Celebrate	Gift Card	5	0	0	N	Y	Five Stars	Gift cards are always a great idea.	2015-08-29
US	29741204	R2NWS1QWSHOHN	B0062ONJRE	334262000	Amazon Gift Card - Print - Merry Christmas (Nativity Scene)	Gift Card	5	0	0	N	Y	What's Not To Like About a Gift Card?	Gift for my sister was well spent.	2015-08-29
US	1133254	R13DR3UU8KO7ZR	B00CRQ52QM	270888862	Amazon Gift Card - Print - Class of 2015	Gift Card	4	0	0	N	Y	Four Stars	Too bad you could not select the colors so that it could correspond to the university's school colors!	2015-08-29
US	23836232	R2Z62JEAKRV8C3	B00H5BMZPU	156282030	Amazon eGift Card - Happier Than a Pig in Mud (Animated) [Hallmark]	Gift Card	5	0	0	N	Y	It's money, what's not to like?	What's not to like about a gift card?	2015-08-29
US	4908382	R2GQQXF68IJ7HG	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	It wasn't a bad thing WEN I purchased the gift card	2015-08-29
US	31729421	RN7RM6XYLJ0DE	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Gift	It was a birthday gift.	2015-08-29
US	21232492	RN2GYWUOEAIF	B004KNWWTK	901939794	Amazon Gift Card - Print - Happy Birthday (Airplanes)	Gift Card	5	0	0	N	Y	Five Stars	love it	2015-08-29
US	11537856	R3SCG5IU3DN25R	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Perfect	Perfect	2015-08-29
US	15564926	RHBZQNI5AIR01	B0091JKJ0M	717587109	Amazon.com Gift Card in a Plaid Gift Box (Various Card Designs)	Gift Card	5	0	0	N	Y	Fun Shopping!	Always a great gift when you're not quite sure what to get for someone!  My grandchildren love to go shopping after Christmas and their birthdays!	2015-08-29
US	13357666	R21OUU5CFKF3FM	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	ouick and easy	2015-08-29
US	17767265	R2L0N9ARB50U2Y	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	so easy!!	2015-08-29
US	47605932	R1GK0XF79VRDKP	B00CT777M6	467356322	Amazon eGift Card - Sneak Attack (Animated) [American Greetings]	Gift Card	5	0	0	N	Y	Five Stars	My daughter in law loved it	2015-08-29
US	41310374	R1Y1K5LQP4FOMW	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	all around top choice for anyone	TOPS!	2015-08-29
US	42860604	R13VZ1DDKE08YV	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	1	1	N	Y	Great gift idea	Great option when you need same day delivery and something anyone can use.	2015-08-29
US	41664069	R3D76BFLR8DYQ1	B00JDQK10G	255898874	Amazon.com Gift Card in a Birthday Cupcake Tin (Birthday Cupcake Card Design)	Gift Card	5	1	1	N	Y	Perfect Present	This birthday cupcake tin is ideal for any age/any gender.  Its colorful, sturdy exterior is the perfect container for the Amazon card and beats the heck out of struggling with cumbersome gift wrapping paper.  I am very impressed with it.	2015-08-29
US	4064873	R19PUPM5ZOUWMR	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Great gift! It makes long distance gift giving easy ...	Great gift!  It makes long distance gift giving easy and practical.	2015-08-29
US	27816201	R611C9E5BW4HG	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	great	Classic gift	2015-08-29
US	113637	R14QJEPTD5R3V8	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Great purchase	2015-08-29
US	28824628	R3EWJSZW3ZOZZK	B00US9QTGM	298664776	Amazon Allowance	Gift Card	5	0	0	N	Y	Great Idea!	Love giving this to myself!	2015-08-29
US	46527568	R1FSA7KE9XAUHF	B00U7XWGV6	394826686	Amazon eGift Card - All Occasions (Gray)	Gift Card	5	0	0	N	Y	Five Stars	wonderful way to send someone a gift.	2015-08-29
US	559345	RQEE1C4GNW7BR	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	excellent	2015-08-29
US	1643504	R293C7B56M3TN5	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Just. Do it!	2015-08-29
US	48509688	R1V2PJQ3M2XWHG	B00PMOT2IU	802996579	Amazon.com Gift Cards - Print at Home	Gift Card	5	1	1	N	Y	I love giving these as gifts	I love giving these as gifts. The convenience of not leaving your house and getting a gift for someone in the same day is unbeatable. Wonderful for those last minute gifts!	2015-08-29
US	22307096	R9WOCRS2W6KCL	B004KNWWTK	901939794	Amazon Gift Card - Print - Happy Birthday (Airplanes)	Gift Card	5	0	0	N	Y	Five Stars	Made our son very happy	2015-08-29
US	2671205	R2HE5WP0QMYAX9	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	Easy way to give a gift	2015-08-29
US	47107397	R3S1W2Q8OFK3DX	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	1	1	N	Y	Five Stars	What an easy way to shop and send s gift of any kind....  Fast....	2015-08-29
US	22896144	R347DN6HMGE6CQ	B004LLIL5U	864052097	Amazon eGift Card - Graduation	Gift Card	5	0	0	N	Y	gift card	It was a gift and arrived promptly.  Happy with the gift card overall.	2015-08-29
US	39948233	R2CP9T3Q5YD1KK	B00CRQ52QM	270888862	Amazon Gift Card - Print - Class of 2015	Gift Card	5	0	0	N	Y	Five Stars	Perfect!	2015-08-29
US	51614404	R1ZUFS4HBVT5VJ	B005FGQHKQ	379368939	Amazon.com Gift Cards, Pack of 3 (Various Designs)	Gift Card	5	0	0	N	Y	Five Stars	It was a good deal, would do it again.	2015-08-29
US	33920163	R2P20R2HV5Q81O	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	👍🏻	2015-08-29
US	2427994	R1VJDTXOY4NE6E	B00XO1OZTY	979524286	Amazon eGift Card - Happy Father's Day (2015)	Gift Card	5	0	0	N	Y	Five Stars	Good	2015-08-29
US	47257540	R62SSVCX5X9X	B005FGQI2I	379368939	Amazon.com Gift Cards, Pack of 3 (Various Designs)	Gift Card	5	1	1	N	Y	Five Stars	Very useful	2015-08-29
US	14122708	RA5PQW6CIDYDK	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	Fast and easy service	2015-08-29
US	11668483	R1T4W4X185RMNW	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	Easy to understand and to establish.	2015-08-29
US	6668363	R14WL0EEDWCZLC	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	very pleased. Thanks a	In short words was very quick in efficient, very pleased.<br />Thanks a lot	2015-08-29
US	51369876	RMZG97ZDTBPSM	B00SNMPQYC	629770924	Amazon Anytime Gift Card: Load an Amount	Gift Card	5	0	0	N	Y	Great Idea	This is a great way to buy Amazon gift cards: you don't have to pay for them &#34;upfront&#34; as you do when you buy them at a store.  I like them when and e-card &#34;just won't do&#34;.  Recommended	2015-08-29
US	12134006	R3ES8SIX9BV5AL	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Balance reload	As always, Amazon exceeded my expectations.	2015-08-29
US	32128063	R35BXDTGSE1Y0W	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Nothing beats an Amazon gift card.	2015-08-29
US	28017223	R23AP4H32O1GMS	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Easy and trustworthy!	2015-08-29
US	41216009	R10MNOKNVK64QB	B007RZ6EME	229348186	Amazon eGift Card - Upload Your Photo - Father's Day	Gift Card	5	0	0	N	Y	Five Stars	Perfect gift!	2015-08-29
US	617422	R1LDB7ASEZH5MF	B007V6ETXA	711948638	Amazon eGift Card - Thank You (Smile)	Gift Card	5	0	0	N	Y	Five Stars	Good	2015-08-29
US	130166	R2AF7DEH6BGPF8	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	It was awesome	2015-08-29
US	46616287	R2IZ4N3P4ZOCHX	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	Perfect	2015-08-29
US	40953556	R1ZI03LSD9I264	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	The Gift Card was delivered instantly.	2015-08-29
US	28357603	R2INSCPC3Y0BB4	B004W8D0Y4	685659858	Amazon eGift Card - Amazon Boxes	Gift Card	5	0	0	N	Y	Convenient way to give gifts.	Delivery is almost instantaneous.	2015-08-29
US	13260657	RGZTCND8D5O9O	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Five Stars	The process was fast and easy	2015-08-29
US	17050048	R2MIQGS8MO768U	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	Simple and quick.	2015-08-29
US	14593714	R19XB1PUK9J0QZ	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	excelente	2015-08-29
US	19988041	R1F222UNTL7QVI	B00BWDH368	473048287	Amazon.com eGift Cards	Gift Card	5	1	1	N	Y	Five Stars	Great way to give gifts to far away family	2015-08-29
US	41545256	R38PQUF98DLQEG	B0091JKYA2	941945933	Amazon.com Gift Card for Any Amount in a Santa Tin (Ho! Ho! Ho! Card Design)	Gift Card	4	0	0	N	Y	Four Stars	good	2015-08-29
US	51433563	R7SRLKC12U1VM	B004LLIKY2	918740469	Amazon eGift Card - Amazon Kindle	Gift Card	5	0	0	N	Y	Great	Great	2015-08-29
US	51401395	R1XWVKR836VI05	B00BWDH368	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Great way to send a gift card.	2015-08-29
US	121406	R347GX6KS8PM11	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	N	From Papa	Happy Birthday Buddy	2015-08-29
US	15309837	R1UK79535O7980	B00AF0K90Q	685585513	Amazon.com Gift Card - Upload Your Photo (Print) - Birthday	Gift Card	5	0	0	N	Y	Great last minute gift!	E-cards make quick and easy gifts that everyone enjoys!	2015-08-29
US	40463139	R1HQCLOEI4EE2M	B00BWDH368	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Very well received!	2015-08-29
US	21177494	R2YD4GQDLXLT1L	B004LLIKY2	918740469	Amazon eGift Card - Amazon Kindle	Gift Card	5	0	0	N	Y	Five Stars	Great way to send a thoughtful gift.	2015-08-29
US	33531851	RAVPFLIZ5GP79	BT00CTOYOS	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	3	0	0	N	N	Three Stars	Card had from the wrong person all else was ok.	2015-08-29
US	48687734	RB2SD5VK781S5	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Five Stars	Was a great way to give a last minute gift	2015-08-29
US	50753214	R2OSF4U7YV7J0F	B007V6EVY2	910961751	Amazon Gift Card - Print - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	Five Stars	What can I say...you buy it...you print it....you give it....	2015-08-29
US	16250439	R3UKKEQ15YOPWS	B00H5BN8GU	495356067	Amazon eGift Card - Jazzy Dad (Animated) [Hallmark]	Gift Card	5	0	0	N	Y	Five Stars	excellent gift idea	2015-08-29
US	23836256	R3VTOT5RWHDW8E	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	My Brother loved it!	2015-08-29
US	8012182	R3FCHKJFVZ8XDI	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	4	6	N	Y	FAST, EASY, & RELIABLE	I buy and use Visa giftcards frequently and in order to use every last penny I wait until they get down to under a $5.00 balance and then I use whatever odd amount is left (last time it was $4.01) then I purchase and gift myself an Amazon email Gift Card. So I know for a fact that it's simple, convenient, and super fast, within 5 minutes or less I receive an email with the redeemable gift card amount. I now have a giftcard balance of almost $20.00 which is enough to buy something nice or if I want I can put it towards a pricier item then Amazon will deduct the giftcard amount and then I can use whatever other payment method I choose on the remaining balance.	2015-08-29
US	51433563	R144FX21X3A6V9	B006O1Y3VQ	464651509	Amazon Gift Card - Print - Japanese New Year	Gift Card	5	1	1	N	Y	Five Stars	Great	2015-08-29
US	42512179	R3T3K96XQ9NM6T	B004KNWX8A	447395737	Amazon Gift Card - Print - Seasonal (Beach Time)	Gift Card	5	0	0	N	Y	The easiest gift to give	A 10yr old girl asked for an Amazon gift card for her birthday. I couldn't have been more pleased with this gift. It was a super quick gift. I was pleasantly surprised to see there was a card built in with the gift card too. This is my new favorite gift to give and I will be gifting these gift cards as often as I can.	2015-08-29
US	2413744	RVQ825UMNIB4M	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Gift Card is so convenience and I like it very much!	2015-08-29
US	1266391	R3SZTVCO5B434C	B0066AZGJI	480731329	Amazon eGift Card - Upload Your Photo - Birthday	Gift Card	5	0	0	N	Y	Five Stars	Nice	2015-08-29
